ac_number,constituency,sl_no,candidate_name,party,symbol,symbol_image_url,father_husband,age,sex,address,category
15,Thiru-Vi-Ka-Nagar,7,S JAYAKALPANA,Republican Party of India (Athawale),Ganna kisan,,,,,,
15,Thiru-Vi-Ka-Nagar,8,R. ANANDAN,Independent,Cot,,,,,,
15,Thiru-Vi-Ka-Nagar,9,M. KANNADASAN,Independent,Chimney,,,,,,
15,Thiru-Vi-Ka-Nagar,10,M. KOLANJI,Independent,Diamond,,,,,,
15,Thiru-Vi-Ka-Nagar,11,D. SATHISH KUMAR,Independent,Funnel,,,,,,
15,Thiru-Vi-Ka-Nagar,12,SATHISH,Independent,Electric pole,,,,,,
15,Thiru-Vi-Ka-Nagar,13,S. SENTHAMIZHAN,Independent,Box,,,,,,
15,Thiru-Vi-Ka-Nagar,14,G. J. DHARANIRAJ,Independent,Swing,,,,,,
15,Thiru-Vi-Ka-Nagar,15,S. PARTHIBAN,Independent,Wheel barrow,,,,,,
15,Thiru-Vi-Ka-Nagar,16,PRAKASH ARUNACHALAM,Independent,Kettle,,,,,,
15,Thiru-Vi-Ka-Nagar,17,PRASANTH. D,Independent,Ship,,,,,,
15,Thiru-Vi-Ka-Nagar,18,PRAVEEN THIYAGARAJAN,Independent,Batsman,,,,,,
15,Thiru-Vi-Ka-Nagar,19,R. MURUGAN,Independent,Cauliflower,,,,,,
15,Thiru-Vi-Ka-Nagar,20,M. MOHAN,Independent,Brush,,,,,,
15,Thiru-Vi-Ka-Nagar,21,S. RAJENDRAN,Independent,Typewriter,,,,,,
15,Thiru-Vi-Ka-Nagar,22,M. LOKESH,Independent,Violin,,,,,,
15,Thiru-Vi-Ka-Nagar,23,C. JAGAN MOHAN,Independent,Telephone,,,,,,
16,Egmore,1,ABISHEK. R,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
16,Egmore,2,SARANYA IMRAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
16,Egmore,3,TAMILAN PRASANNA,Dravida Munnetra Kazhagam,Rising sun,,,,,,
16,Egmore,4,ARUN RAO. N.A,Naam Indiar Party,Spanner,,,,,,
16,Egmore,5,DR.N. GUNASEKAR,Republican Party of India (Athawale),Ganna kisan,,,,,,
16,Egmore,6,D. THIRUNAVUKKARASAR,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
16,Egmore,7,T. MAGIZHANBAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
16,Egmore,8,G.R. RAJENDRAN,National Maha Sabha Party,Gas cylinder,,,,,,
16,Egmore,9,RAJMOHAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
16,Egmore,10,ARAVINDAN,Independent,Matchbox,,,,,,
16,Egmore,11,R. KUMARAVEL,Independent,Iron,,,,,,
16,Egmore,12,M. NAGARAJAN,Independent,Helmet,,,,,,
16,Egmore,13,S. PICHAMUTHU,Independent,Batsman,,,,,,
16,Egmore,14,RAJKUMAR,Independent,Dumbbells,,,,,,
16,Egmore,15,RAJMOHAN,Independent,School bag,,,,,,
16,Egmore,16,S. VINOTH KUMAR,Independent,Diamond,,,,,,
16,Egmore,17,VENKATESH. K,Independent,Carrom board,,,,,,
16,Egmore,18,SRIDHAR. M,Independent,Stumps,,,,,,
17,Royapuram,1,DR. A. SUBAIR KHAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
17,Royapuram,2,A. BABU MAILAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
17,Royapuram,3,D. JAYAKUMAR,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
17,Royapuram,4,M. JAYARAJKUMAR,Bahujan Samaj Party,Elephant,,,,,,
17,Royapuram,5,A. SATHIK KUMAR,Democratic National Allegiance,Ship,,,,,,
17,Royapuram,6,M. RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
17,Royapuram,7,R. VINOTHKUMAR,Naam Indiar Party,Spanner,,,,,,
17,Royapuram,8,K.V. VIJAY DAMU,Tamilaga Vettri Kazhagam,Whistle,,,,,,
17,Royapuram,9,T. KAVIYARASU,Independent,Swing,,,,,,
17,Royapuram,10,G. KARTHIKEYAN,Independent,Football player,,,,,,
17,Royapuram,11,KERTHIVARUNNAN .R,Independent,Air conditioner,,,,,,
17,Royapuram,12,A. SASIKUMAR,Independent,Wallet,,,,,,
17,Royapuram,13,M. SHANMUGAM,Independent,Matchbox,,,,,,
17,Royapuram,14,K.J. SIVAKUMAR,Independent,Boat with man and sail,,,,,,
17,Royapuram,15,P. SUMATHI,Independent,Bricks,,,,,,
17,Royapuram,16,J. SELVAKUMAR,Independent,Dish antenna,,,,,,
17,Royapuram,17,M DHINAKARAN,Independent,Cake,,,,,,
17,Royapuram,18,A. NIZAR AHAMED,Independent,Chess board,,,,,,
17,Royapuram,19,V. BHAGATH SINGH,Independent,Robot,,,,,,
17,Royapuram,20,K. PRASATH,Independent,Electric pole,,,,,,
17,Royapuram,21,M. MAHALAKSHMI,Independent,Green chilli,,,,,,
17,Royapuram,22,S. RAJU,Independent,Calculator,,,,,,
17,Royapuram,23,T. RAJESH,Independent,Gas cylinder,,,,,,
17,Royapuram,24,R. RAJKUMAR,Independent,Box,,,,,,
17,Royapuram,25,A. JAYAKUMAR,Independent,Bicycle pump,,,,,,
17,Royapuram,26,D. JAYAKUMAR,Independent,Binoculars,,,,,,
17,Royapuram,27,I JAYAPRAKASH,Independent,Diamond,,,,,,
17,Royapuram,28,C. SRIDHAR,Independent,Coat,,,,,,
18,Harbour,1,M SURESH,Bahujan Samaj Party,Elephant,,,,,,
18,Harbour,2,P K SEKARBABU,Dravida Munnetra Kazhagam,Rising sun,,,,,,
18,Harbour,3,R FOUZAN SHARIFF,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
18,Harbour,4,R MANOHAR,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
18,Harbour,5,SINORA P S ASHOK,Tamilaga Vettri Kazhagam,Whistle,,,,,,
18,Harbour,6,SIVALINGAM ASHOK,Independent,Plate stand,,,,,,
18,Harbour,7,ASHOK KUMAR,Independent,Peas,,,,,,
18,Harbour,8,S GANESH,Independent,Diamond,,,,,,
18,Harbour,9,D KABILAN,Independent,Air conditioner,,,,,,
18,Harbour,10,M KALAIVENTHAN,Independent,Lady finger,,,,,,
18,Harbour,11,SANKAR A,Independent,Tea filter,,,,,,
18,Harbour,12,J SHANMUGAPRIYAN,Independent,Bangles,,,,,,
18,Harbour,13,R DINESH,Independent,Electric pole,,,,,,
18,Harbour,14,J M NIRAIMOZHI,Independent,Batsman,,,,,,
18,Harbour,15,A NEPOLIAN,Independent,Calculator,,,,,,
18,Harbour,16,BABU SINGH,Independent,Telephone,,,,,,
18,Harbour,17,K E MANOHAR,Independent,Grapes,,,,,,
18,Harbour,18,G VISU,Independent,Gas Stove,,,,,,
18,Harbour,19,I VINOD,Independent,Ship,,,,,,
18,Harbour,20,P VIJAYAKUMAR,Independent,Trumpet,,,,,,
18,Harbour,21,T VIJAYARAJ,Independent,Nail cutter,,,,,,
18,Harbour,22,S VEERABATHRAN,Independent,Cutting pliers,,,,,,
18,Harbour,23,V JAGADEESAN,Independent,Chess board,,,,,,
19,Chepauk-Thiruvallikeni,1,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
19,Chepauk-Thiruvallikeni,2,AYSHA,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
19,Chepauk-Thiruvallikeni,3,UDHAYANIDHI STALIN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
19,Chepauk-Thiruvallikeni,4,MOHAMMED YASSER,Bahujan Samaj Party,Elephant,,,,,,
19,Chepauk-Thiruvallikeni,5,IRFAN BASHA,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
19,Chepauk-Thiruvallikeni,6,SELVAM. D,Tamilaga Vettri Kazhagam,Whistle,,,,,,
19,Chepauk-Thiruvallikeni,7,AGNI AALVAR,Independent,Pen nib with seven rays,,,,,,
19,Chepauk-Thiruvallikeni,8,ATHIMULAM,Independent,Electric pole,,,,,,
19,Chepauk-Thiruvallikeni,9,AYISHA,Independent,Coconut farm,,,,,,
19,Chepauk-Thiruvallikeni,10,ARUMUGAM. C,Independent,Gas cylinder,,,,,,
19,Chepauk-Thiruvallikeni,11,KUMAR. M,Independent,Spanner,,,,,,
19,Chepauk-Thiruvallikeni,12,SAAMY. S.K. DR,Independent,Mike,,,,,,
19,Chepauk-Thiruvallikeni,13,SEENIVASAN. L,Independent,Almirah,,,,,,
19,Chepauk-Thiruvallikeni,14,SELVAM. K,Independent,Wool and Needle,,,,,,
19,Chepauk-Thiruvallikeni,15,SELVAM. K,Independent,Brush,,,,,,
19,Chepauk-Thiruvallikeni,16,SYEED LAYAK BHASHA,Independent,Matchbox,,,,,,
19,Chepauk-Thiruvallikeni,17,BHARATHKUMAR. G,Independent,Coat,,,,,,
19,Chepauk-Thiruvallikeni,18,MILANY. P,Independent,Chess board,,,,,,
19,Chepauk-Thiruvallikeni,19,MIRZA SAFDER ALI,Independent,Battery Torch,,,,,,
19,Chepauk-Thiruvallikeni,20,MOHAMED DHARIK. I,Independent,Helmet,,,,,,
19,Chepauk-Thiruvallikeni,21,MOHAMED MEERA. A,Independent,Television,,,,,,
19,Chepauk-Thiruvallikeni,22,RAJASEKAR. S,Independent,Wheel barrow,,,,,,
19,Chepauk-Thiruvallikeni,23,RAJESHKUMAR. K,Independent,Tea filter,,,,,,
19,Chepauk-Thiruvallikeni,24,VIJAYA KUMAR. B,Independent,Shoe,,,,,,
19,Chepauk-Thiruvallikeni,25,SELVAM ( ALIAS ) VENKATESH,Independent,Razor,,,,,,
19,Chepauk-Thiruvallikeni,26,SELVAM ( ALIAS ) HARINARAYANAN,Independent,Frying pan,,,,,,
20,Thousand Lights,1,EZHILAN NAGANATHAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
20,Thousand Lights,2,KALANCHIYAM.MU,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
20,Thousand Lights,3,VALARMATHI.B,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
20,Thousand Lights,4,PRABHAKAR.J.C.D,Tamilaga Vettri Kazhagam,Whistle,,,,,,
20,Thousand Lights,5,MOHAMED GHOUSE.H,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
20,Thousand Lights,6,KARTHIKEYAN.S,Independent,Cake,,,,,,
20,Thousand Lights,7,SHANKAR.V,Independent,Grapes,,,,,,
20,Thousand Lights,8,SATHYA.A,Independent,Mike,,,,,,
20,Thousand Lights,9,SUNDARA RAJU.A,Independent,Gas cylinder,,,,,,
20,Thousand Lights,10,DHANASEKARAN.V,Independent,Carrom board,,,,,,
20,Thousand Lights,11,PACHAIYAPPAN.E,Independent,Biscuit,,,,,,
20,Thousand Lights,12,PRABHAKARAN.T,Independent,Bread,,,,,,
20,Thousand Lights,13,PRABHAKARAN.B,Independent,Gas Stove,,,,,,
20,Thousand Lights,14,PRABHAKARAN.V,Independent,Letter box,,,,,,
20,Thousand Lights,15,MUNIYAN.E,Independent,Brush,,,,,,
20,Thousand Lights,16,VALARMATHI.E,Independent,Box,,,,,,
20,Thousand Lights,17,VALARMATHY.D,Independent,Bat,,,,,,
20,Thousand Lights,18,VIJAY.D,Independent,Belt,,,,,,
21,Anna Nagar,1,S.GOKULA INDIRA,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
21,Anna Nagar,2,S.SHANKAR,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
21,Anna Nagar,3,N.CHITRARASU,Dravida Munnetra Kazhagam,Rising sun,,,,,,
21,Anna Nagar,4,B.ANAND,Thakkam Katchi,Matchbox,,,,,,
21,Anna Nagar,5,S.DHAYALAN,Thamizhaga Munnetra Congress,Battery Torch,,,,,,
21,Anna Nagar,6,V.K.RAMKUMAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
21,Anna Nagar,7,E.V.S.RAJAKUMAR NAIDU,Tamil Telugu National Party,Bat,,,,,,
21,Anna Nagar,8,N.P.RAJHA,Naam Indiar Party,Spanner,,,,,,
21,Anna Nagar,9,T S HABEEB MOHAMMAD,Independent,Pen nib with seven rays,,,,,,
21,Anna Nagar,10,S ANSAR ALI,Independent,Jackfruit,,,,,,
21,Anna Nagar,11,G OMPRAKASH,Independent,Frying pan,,,,,,
21,Anna Nagar,12,L KASINATHAN,Independent,Helmet,,,,,,
21,Anna Nagar,13,S SATHISH KUMAR,Independent,Gas cylinder,,,,,,
21,Anna Nagar,14,G.SIVA KUMAR,Independent,Dolli,,,,,,
21,Anna Nagar,15,M SELVAMUTHUKUMAR,Independent,Dish antenna,,,,,,
21,Anna Nagar,16,L NARENDRAN,Independent,Ring,,,,,,
21,Anna Nagar,17,J NAGARAJ,Independent,Chappals,,,,,,
21,Anna Nagar,18,M MANOHARAN,Independent,Stool,,,,,,
21,Anna Nagar,19,MOHAMMED BILAL FATHICK,Independent,Sitar,,,,,,
21,Anna Nagar,20,RAMAMOORTHY E,Independent,Flute,,,,,,
21,Anna Nagar,21,RAJENDIRAN NAIDU,Independent,Pressure cooker,,,,,,
21,Anna Nagar,22,S VINESH KUMAR,Independent,Plate stand,,,,,,
21,Anna Nagar,23,JANARTHANAN P,Independent,Computer,,,,,,
21,Anna Nagar,24,M HARISHANKAR,Independent,Diamond,,,,,,
22,Virugampakkam,1,SANTHOSH,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
22,Virugampakkam,2,PRABHAKARA RAJA.A.M.V,Dravida Munnetra Kazhagam,Rising sun,,,,,,
22,Virugampakkam,3,VIRUGAI V.N.RAVI,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
22,Virugampakkam,4,SABARINATHAN.R,Tamilaga Vettri Kazhagam,Whistle,,,,,,
22,Virugampakkam,5,SURESHBABU.T.M,Tamil Telugu National Party,Bat,,,,,,
22,Virugampakkam,6,BALAMURUGAN.P,Naam Indiar Party,Spanner,,,,,,
22,Virugampakkam,7,MUTHURAJ.T,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
22,Virugampakkam,8,ROY GEORGE,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit,,,,,,
22,Virugampakkam,9,JAGADISH.S,Republican Party of India (Athawale),Ganna kisan,,,,,,
22,Virugampakkam,10,ALEX PANDIAN.K,Independent,Gas Stove,,,,,,
22,Virugampakkam,11,ESAKKIMUTHUNADAR.P,Independent,Air conditioner,,,,,,
22,Virugampakkam,12,EZHILRAJ.D,Independent,Gas cylinder,,,,,,
22,Virugampakkam,13,KARTHICK.M,Independent,Electric pole,,,,,,
22,Virugampakkam,14,KUMAR.S,Independent,Balloon,,,,,,
22,Virugampakkam,15,GOPINATH.G,Independent,Diamond,,,,,,
22,Virugampakkam,16,SANKAR.E,Independent,Box,,,,,,
22,Virugampakkam,17,CHANDRA SEKAR.K,Independent,Ship,,,,,,
22,Virugampakkam,18,SABARINATHAN.P,Independent,Battery Torch,,,,,,
22,Virugampakkam,19,SRINIVASAN.M,Independent,Mike,,,,,,
22,Virugampakkam,20,DINESHKUMAR.N,Independent,School bag,,,,,,
22,Virugampakkam,21,RANGARAJ.G,Independent,Pressure cooker,,,,,,
22,Virugampakkam,22,RAVIKUMAR,Independent,Laptop,,,,,,
22,Virugampakkam,23,LUKMANBABU.S,Independent,Coconut farm,,,,,,
22,Virugampakkam,24,VENKATESAN.C,Independent,Head phone,,,,,,
23,Saidapet,1,KUMARAN. G.P,Bahujan Samaj Party,Elephant,,,,,,
23,Saidapet,2,SUBRAMANIAN. MA,Dravida Munnetra Kazhagam,Rising sun,,,,,,
23,Saidapet,3,SRIVIDYA. G,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
23,Saidapet,4,ARUL PRAKASAM. M,Tamilaga Vettri Kazhagam,Whistle,,,,,,
23,Saidapet,5,SENTHAMIZHAN. G,Amma Makkal Munnettra Kazagam,Pressure cooker,,,,,,
23,Saidapet,6,SOUNDARARAJAN. N,Naam Indiar Party,Spanner,,,,,,
23,Saidapet,7,PARTHIBAN. S,MGR Makkal Katchi,Helmet,,,,,,
23,Saidapet,8,ANAND. S,Independent,Bat,,,,,,
23,Saidapet,9,KANDHASAMY. R (ALIAS) BABU,Independent,Sewing machine,,,,,,
23,Saidapet,10,PRASAD. N,Independent,Brick,,,,,,
23,Saidapet,11,PRITHVIRAJ. A,Independent,Gas cylinder,,,,,,
23,Saidapet,12,YOGAPRAKASH. B,Independent,Diamond,,,,,,
23,Saidapet,13,RAJA. R,Independent,Pen nib with seven rays,,,,,,
23,Saidapet,14,VALARMATHI. P,Independent,Air conditioner,,,,,,
23,Saidapet,15,GINGSTON. M,Independent,Ship,,,,,,
24,Thiyagarayanagar,1,ANUSHA V,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
24,Thiyagarayanagar,2,SATHIYANARAYANAN B,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
24,Thiyagarayanagar,3,RAJA ANBAZHAGAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
24,Thiyagarayanagar,4,ANAND N,Tamilaga Vettri Kazhagam,Whistle,,,,,,
24,Thiyagarayanagar,5,RAVI M L,Desiya Makkal Sakthi Katchi,Balloon,,,,,,
24,Thiyagarayanagar,6,ABUKITHER M,Independent,Pen nib with seven rays,,,,,,
24,Thiyagarayanagar,7,ARAVIND GOSH Y T,Independent,Shutter,,,,,,
24,Thiyagarayanagar,8,EASAN NATARAJAN T,Independent,Camera,,,,,,
24,Thiyagarayanagar,9,KUMAR SRI SRI B,Independent,Brief case,,,,,,
24,Thiyagarayanagar,10,SATHISH KUMAR B,Independent,Helmet,,,,,,
24,Thiyagarayanagar,11,GNANASEKARAN G,Independent,Crane,,,,,,
24,Thiyagarayanagar,12,THENNARASU P,Independent,Shoe,,,,,,
24,Thiyagarayanagar,13,PADMINI NARASIMHAN,Independent,Lunch box,,,,,,
24,Thiyagarayanagar,14,BADRI S,Independent,Gas cylinder,,,,,,
24,Thiyagarayanagar,15,BALAJI S,Independent,Cake,,,,,,
24,Thiyagarayanagar,16,PRASATH D,Independent,Ring,,,,,,
24,Thiyagarayanagar,17,MANIKANDAN T,Independent,Bread toaster,,,,,,
24,Thiyagarayanagar,18,MANIKANDAN N,Independent,Ship,,,,,,
24,Thiyagarayanagar,19,MOORTHY N,Independent,Road roller,,,,,,
24,Thiyagarayanagar,20,MYTHILI C,Independent,Belt,,,,,,
24,Thiyagarayanagar,21,RAMKUMAR L,Independent,Tennis racket & ball,,,,,,
24,Thiyagarayanagar,22,RAMACHANDRAN O N,Independent,Sitar,,,,,,
24,Thiyagarayanagar,23,RAJESH E,Independent,Television,,,,,,
24,Thiyagarayanagar,24,VETRIVEL K,Independent,Bat,,,,,,
24,Thiyagarayanagar,25,JAYAVEL,Independent,Pendulum,,,,,,
24,Thiyagarayanagar,26,JOTHIRAJ G M,Independent,Wallet,,,,,,
25,Mylapore,1,ARUN. R.L,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
25,Mylapore,2,DR. TAMILISAI SOUNDARARAJAN,Bharatiya Janata Party,Lotus,,,,,,
25,Mylapore,3,BALAJI. V,Bahujan Samaj Party,Elephant,,,,,,
25,Mylapore,4,VELU. DHA,Dravida Munnetra Kazhagam,Rising sun,,,,,,
25,Mylapore,5,DEVENDRAN. R,Tamizhaga Murpokku Makkal Katchi,Matchbox,,,,,,
25,Mylapore,6,NAGARAJAN. S,All India Jananayaka Makkal Kazhagam,Mixee,,,,,,
25,Mylapore,7,MOORTHY. S,Thamizhaga Dravidar Katchi,Helmet,,,,,,
25,Mylapore,8,MOHANRAJ. J,Jebamani Janata,Green chilli,,,,,,
25,Mylapore,9,VENKATARAMANAN. P,Tamilaga Vettri Kazhagam,Whistle,,,,,,
25,Mylapore,10,SELVAMUTHU. S,Independent,Ship,,,,,,
25,Mylapore,11,PARTHIPAN. G,Independent,Cauliflower,,,,,,
25,Mylapore,12,RADHAKRISHNAN. G,Independent,Box,,,,,,
25,Mylapore,13,ROMANRAJ. A,Independent,Letter box,,,,,,
25,Mylapore,14,VINU PRADHA. A,Independent,Flute,,,,,,
25,Mylapore,15,VIJAYALAKSHMI. P,Independent,Sitar,,,,,,
25,Mylapore,16,VIJAYA KRISHNA. V,Independent,Bangles,,,,,,
25,Mylapore,17,VENKATARAMAN. B,Independent,Trumpet,,,,,,
25,Mylapore,18,VELU. K,Independent,Dish antenna,,,,,,
25,Mylapore,19,JAYAGOPI. M,Independent,Electric pole,,,,,,
26,Velachery,1,AASSAN MAULAANA J.M.H,Indian National Congress,Hand,,,,,,
26,Velachery,2,ASHOK. M.K,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
26,Velachery,3,KEERTHANA. M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
26,Velachery,4,MOHANRAJ. K,Bahujan Samaj Party,Elephant,,,,,,
26,Velachery,5,KANCHANA. R,Tamizhaga Murpokku Makkal Katchi,Matchbox,,,,,,
26,Velachery,6,KUMAR. R,Tamilaga Vettri Kazhagam,Whistle,,,,,,
26,Velachery,7,POYYAMOZHI. M,Proutist Sarva Samaj,Diamond,,,,,,
26,Velachery,8,MANI. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
26,Velachery,9,MOHAMED YASEEN. I,Thakkam Katchi,Balloon,,,,,,
26,Velachery,10,ROKESH KUMAR. V,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
26,Velachery,11,ASHOK. M,Independent,Sofa,,,,,,
26,Velachery,12,AZARUTHEEN. M,Independent,Calculator,,,,,,
26,Velachery,13,AHAMMED NAZEER KHAN,Independent,Chain,,,,,,
26,Velachery,14,KANNAN. K,Independent,School bag,,,,,,
26,Velachery,15,KALA PETHACHI,Independent,Sitar,,,,,,
26,Velachery,16,SARABESHWAR SISU. P,Independent,Dumbbells,,,,,,
26,Velachery,17,SURESH K,Independent,Frying pan,,,,,,
26,Velachery,18,DIWAKAR. R,Independent,Gramophone,,,,,,
26,Velachery,19,DEEPAK RAVI,Independent,Brief case,,,,,,
26,Velachery,20,BHASKAR. G,Independent,Baby walker,,,,,,
26,Velachery,21,MOHAN. R,Independent,Air conditioner,,,,,,
26,Velachery,22,RADHAKRISHNAN. D.R,Independent,Gas cylinder,,,,,,
26,Velachery,23,RAJASEKAR. S,Independent,Electric pole,,,,,,
26,Velachery,24,RITISH,Independent,Ludo,,,,,,
26,Velachery,25,VIGNESH. M,Independent,Pencil sharpener,,,,,,
26,Velachery,26,VIGNESH. R,Independent,Envelope,,,,,,
26,Velachery,27,JANAGARAJ RAVI GUNASEELAN,Independent,Chappals,,,,,,
27,Shozhinganallur,1,S. ARAVIND RAMESH,Dravida Munnetra Kazhagam,Rising sun,,,,,,
27,Shozhinganallur,2,K.P.KANDAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
27,Shozhinganallur,3,S.PUSHNA KUMAR,Bahujan Samaj Party,Elephant,,,,,,
27,Shozhinganallur,4,R JAYALAKSHMI,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
27,Shozhinganallur,5,M. ALEXANDAR,Naam Indiar Party,Spanner,,,,,,
27,Shozhinganallur,6,M. CHRISTHU DASS,Dravida Jananayaga Makkal Katchi,Gift pack,,,,,,
27,Shozhinganallur,7,ECR P SARAVANAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
27,Shozhinganallur,8,M.G.RAMU,Jebamani Janata,Battery Torch,,,,,,
27,Shozhinganallur,9,K. VISHWANATHAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
27,Shozhinganallur,10,R RAVICHANDRAN,Independent,Bricks,,,,,,
27,Shozhinganallur,11,V. KANDHAN,Independent,Bucket,,,,,,
27,Shozhinganallur,12,S. KARTHIK,Independent,Road roller,,,,,,
27,Shozhinganallur,13,S.GOVINDHAN,Independent,Diamond,,,,,,
27,Shozhinganallur,14,P.CHANDRA KANTH,Independent,Mike,,,,,,
27,Shozhinganallur,15,CHANDRASEKARAN,Independent,Ring,,,,,,
27,Shozhinganallur,16,D. SRINIVASAN,Independent,Throwing a javelin,,,,,,
27,Shozhinganallur,17,G SURESH KUMAR,Independent,Chess board,,,,,,
27,Shozhinganallur,18,N.PRASHANTHA RAO,Independent,Pen nib with seven rays,,,,,,
27,Shozhinganallur,19,A.MOHAMMED GANI,Independent,Matchbox,,,,,,
27,Shozhinganallur,20,MUTHARASAN,Independent,Electric pole,,,,,,
27,Shozhinganallur,21,E. MURALI B.A,Independent,Iron,,,,,,
27,Shozhinganallur,22,R.YOGESHWARAN,Independent,Ship,,,,,,
27,Shozhinganallur,23,RAMANATHAN M,Independent,Bat,,,,,,
27,Shozhinganallur,24,RAJESH,Independent,Water melon,,,,,,
27,Shozhinganallur,25,E. VIJAY,Independent,Laptop,,,,,,
27,Shozhinganallur,26,FARMER JAYARAMAN S K J,Independent,Gas cylinder,,,,,,
27,Shozhinganallur,27,JAIKUMAR BALACHANDRAN,Independent,Football player,,,,,,
28,Alandur,1,T.M.ANBARASAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
28,Alandur,2,S.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
28,Alandur,3,Y.G.MAHALAKSHMI,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
28,Alandur,4,J.AGNI SELVARASU,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
28,Alandur,5,ARAVIND CHANDRASEKAR,Indhu Dravida Makkal Katchi,Gas cylinder,,,,,,
28,Alandur,6,B. KALYANARAMKUMAR,Naam Indiar Party,Spanner,,,,,,
28,Alandur,7,S.ROYAPPAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
28,Alandur,8,A.VELUSAMY,Puthiya Tamilagam,Television,,,,,,
28,Alandur,9,N.HARI KRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
28,Alandur,10,M.HARISH,Tamilaga Vettri Kazhagam,Whistle,,,,,,
28,Alandur,11,V.ANBARASAN,Independent,Well,,,,,,
28,Alandur,12,A.SARAVANAN,Independent,Electric pole,,,,,,
28,Alandur,13,S.SARAVANAN,Independent,Batsman,,,,,,
28,Alandur,14,D.SARAVANAN,Independent,Grapes,,,,,,
28,Alandur,15,R.SARAVANAN,Independent,Road roller,,,,,,
28,Alandur,16,R.SURESH,Independent,Cutting pliers,,,,,,
28,Alandur,17,SENKODI VIJAYALAKSHMI,Independent,Ship,,,,,,
28,Alandur,18,R.SELVAKUMAR,Independent,Scissors,,,,,,
28,Alandur,19,G.DANIEL ANTONYRAJ,Independent,Box,,,,,,
28,Alandur,20,MAHESH KUMAR,Independent,Peas,,,,,,
28,Alandur,21,G.RAMANAN,Independent,Pen stand,,,,,,
28,Alandur,22,K.VELAYUDHAM,Independent,Hand cart,,,,,,
28,Alandur,23,M.HARISH,Independent,Tea filter,,,,,,
29,Sriperumbudur,1,M. SINDHU EZHILARASAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
29,Sriperumbudur,2,K. SELVAPERUNTHAGAI,Indian National Congress,Hand,,,,,,
29,Sriperumbudur,3,K. PALANI,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
29,Sriperumbudur,4,A. GURUANANDHAN,Anaithinthiya Anna Dravida Makkal Seyal katchi,Telephone,,,,,,
29,Sriperumbudur,5,A.GNANASEKARAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
29,Sriperumbudur,6,M.TAMILARASAN,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars,,,,,,
